"X","Y","color"
"0.5557932284974714","0.35899785955515445","[0.0]","[0.0]"
"0.4510911830638945","0.3695334370532563","[0.0]","[0.0]"
"0.31311971227856333","0.3332977010588458","[0.0]","[1.0]"
"0.5282661535219929","0.5314228290403952","[0.0]","[1.0]"
"0.4384707685686014","0.5630097414587403","[0.0]","[1.0]"
"0.5860051244005191","0.6531198903530094","[1.0]","[1.0]"
"0.4656106825504332","0.385811897584867","[0.0]","[0.0]"
"0.35866454585672947","0.7788444549684495","[1.0]","[1.0]"
"0.5972251710519862","0.6434109568752502","[1.0]","[1.0]"
"0.37535822627634496","0.33272687068177603","[0.0]","[0.0]"
"0.2938735681552597","0.4065218564701902","[0.0]","[0.0]"
"0.570653651388473","0.6615128758764369","[1.0]","[1.0]"
"0.5135457992934557","0.7010477772215243","[1.0]","[1.0]"
"0.38397035886823366","0.2588864158103099","[0.0]","[0.0]"
"0.3769582831195414","0.5205468544165217","[0.0]","[1.0]"
"0.5325809643703985","0.4867687065339912","[0.0]","[0.0]"
"0.39866648247309244","0.5093115084940772","[0.0]","[0.0]"
"0.5332728797892475","0.3353364896808921","[0.0]","[1.0]"
"0.4817151162027171","0.537885411642576","[0.0]","[0.0]"
"0.3221066315882676","0.38075333014358725","[0.0]","[0.0]"
"0.5642454227181389","0.5963927461125336","[1.0]","[1.0]"
"0.5471398945261637","0.3466482667640459","[0.0]","[0.0]"
"0.603188913810442","0.55362425936833","[1.0]","[1.0]"
"0.5709084191012446","0.42311025550480474","[0.0]","[1.0]"
"0.73444270790816","0.6673584618159708","[1.0]","[1.0]"
"0.3368614794870746","0.25950894562988386","[0.0]","[0.0]"
"0.6012644548450695","0.35556876128937426","[0.0]","[1.0]"
"0.4033381212813941","0.6440853729322383","[0.0]","[0.0]"
"0.41902635859592696","0.5694482180653718","[0.0]","[0.0]"
"0.43408273729582725","0.28910229755899397","[0.0]","[0.0]"
"0.3646295941355217","0.4643453802367261","[0.0]","[0.0]"
"0.6074016387425186","0.7230716882280923","[1.0]","[1.0]"
"0.43565569231465884","0.5525075066432332","[0.0]","[0.0]"
"0.5310889149365566","0.534746287493256","[0.0]","[1.0]"
"0.43658864142194537","0.45132156143025115","[0.0]","[0.0]"
"0.5237642633615917","0.4157440093872858","[0.0]","[0.0]"
"0.34874524796979206","0.3742061707923877","[0.0]","[0.0]"
"0.5348993093795448","0.4816064507839468","[0.0]","[0.0]"
"0.42822435832270983","0.5168700100092206","[0.0]","[0.0]"
"0.5796423828313166","0.5433721352721806","[0.0]","[1.0]"
"0.22678342449930627","0.5551577528152489","[0.0]","[0.0]"
"0.5071058213011985","0.24812979481182632","[0.0]","[0.0]"
"0.4559273851038884","0.3488313381071637","[0.0]","[0.0]"
"0.6238223515465579","0.4284210834741442","[0.0]","[1.0]"
"0.5668832722153025","0.5838840510112006","[1.0]","[1.0]"
"0.3663610025381369","0.5505950434825783","[0.0]","[0.0]"
"0.5809358681603322","0.6353914047797719","[1.0]","[1.0]"
"0.3130316625461767","0.6101162338193026","[0.0]","[1.0]"
"0.5578164519684983","0.36200034151911165","[0.0]","[0.0]"
"0.5027362620280129","0.6993936587320932","[1.0]","[0.0]"
"0.577786142156477","0.8088026897866414","[1.0]","[1.0]"
"0.668261710904541","0.3915802303923353","[0.0]","[1.0]"
"0.4217247143637307","0.4156437435606068","[0.0]","[0.0]"
"0.5363843715310678","0.6402836907241812","[1.0]","[0.0]"
"0.4059663483728555","0.31211122031217425","[0.0]","[0.0]"
"0.43314918711749145","0.5176847279862269","[0.0]","[0.0]"
"0.5619000279377082","0.6430109975272831","[1.0]","[1.0]"
"0.6120574096599353","0.404208535211174","[0.0]","[0.0]"
"0.3280848580585548","0.5461522757226867","[0.0]","[1.0]"
"0.224807015651693","0.4319783279538948","[0.0]","[0.0]"
"0.5101495609932981","0.5040605278924755","[0.0]","[0.0]"
"0.2611217299907361","0.5513219405721086","[0.0]","[0.0]"
"0.42498680542418","0.26855630328547353","[0.0]","[0.0]"
"0.45606541675104334","0.5254156707032692","[0.0]","[0.0]"
"0.2493180624457074","0.33515593216070083","[0.0]","[0.0]"
"0.5597737660102936","0.404763217815953","[0.0]","[0.0]"
"0.4961143272249292","0.6413874265592595","[1.0]","[1.0]"
"0.3345283918488304","0.39204783529695925","[0.0]","[0.0]"
"0.513615615330652","0.44938882023827814","[0.0]","[1.0]"
"0.4656758019779037","0.6454009029165398","[0.0]","[1.0]"
"0.27100133556446315","0.3847496375676791","[0.0]","[0.0]"
"0.3758809775673949","0.4130634242044308","[0.0]","[0.0]"
"0.22400770486684837","0.575069704774707","[0.0]","[0.0]"
"0.36805411154085416","0.5447666219880233","[0.0]","[0.0]"
"0.45614413997374115","0.5567476596586249","[0.0]","[1.0]"
"0.38038329875157606","0.2882560981104849","[0.0]","[0.0]"
"0.7460845721016908","0.7030327536475516","[1.0]","[1.0]"
"0.48534613281874855","0.6378362839686039","[1.0]","[1.0]"
"0.32240382439245013","0.4986477186030966","[0.0]","[0.0]"
"0.40153882495597215","0.4002959256290378","[0.0]","[0.0]"
"0.4754774248763071","0.5142002957311437","[0.0]","[0.0]"
"0.28856510215328357","0.38112413783182636","[0.0]","[0.0]"
"0.6489105050167749","0.7025049195168892","[1.0]","[1.0]"
"0.5666482125240107","0.5267056645347765","[0.0]","[1.0]"
"0.4428663174178725","0.5737233520395427","[0.0]","[1.0]"
"0.3559021819699967","0.28451743514959277","[0.0]","[0.0]"
"0.3846472637712404","0.5266277654008723","[0.0]","[0.0]"
"0.5823332082848005","0.6066018280252262","[1.0]","[1.0]"
"0.5762326877767842","0.41018277167705836","[0.0]","[1.0]"
"0.5624272330967889","0.7198488436772796","[1.0]","[0.0]"
"0.438030440898392","0.5231339801949035","[0.0]","[0.0]"
"0.5057523754626944","0.5704655169304713","[0.0]","[1.0]"
"0.3201958984050813","0.45981285851406667","[0.0]","[0.0]"
"0.4370892228798613","0.578594117026457","[0.0]","[1.0]"
"0.3934692838488605","0.45850705280997334","[0.0]","[0.0]"
"0.4886860876499931","0.4248521683445058","[0.0]","[0.0]"
