"X","Y","color"
"0.3590494285095785","0.26592200225523144","[0.0]","[0.0]"
"0.2504714065251097","0.1770696713555151","[0.0]","[0.0]"
"0.6278193052549729","0.6954362683471387","[0.0]","[1.0]"
"0.7231994951823927","0.5612265422637733","[0.0]","[1.0]"
"0.6245703621551296","0.794282866336109","[1.0]","[1.0]"
"0.32321462780531773","0.1702978893791264","[0.0]","[0.0]"
"0.6592791738220096","0.762670360584866","[1.0]","[1.0]"
"0.16466665527986032","0.21849373126578384","[0.0]","[0.0]"
"0.2656991797458239","0.17672908151747868","[0.0]","[0.0]"
"0.730540938091921","0.7170903639459083","[1.0]","[1.0]"
"0.2920684957669534","0.2052647827537218","[0.0]","[0.0]"
"0.7535039807364846","0.6308397464907489","[1.0]","[1.0]"
"0.3362900079729579","0.31619032039726325","[0.0]","[0.0]"
"0.847914678310937","0.7926375828356674","[1.0]","[1.0]"
"0.7067869070814546","0.7725974020856614","[1.0]","[1.0]"
"0.2743625350852751","0.31547446916819705","[0.0]","[0.0]"
"0.2984606532152575","0.24123914946461697","[0.0]","[0.0]"
"0.819102344650119","0.7907467040422362","[1.0]","[1.0]"
"0.2326451635961877","0.24481906902229947","[0.0]","[0.0]"
"0.2695252487294438","0.19588319536238624","[0.0]","[0.0]"
"0.8107172038724717","0.7983163489556641","[1.0]","[1.0]"
"0.6507015788810612","0.7872897267730254","[1.0]","[1.0]"
"0.5982405752858012","0.8756640434301649","[1.0]","[1.0]"
"0.6650076717931744","0.7792768745234366","[1.0]","[1.0]"
"0.2805416243386288","0.27279942984426986","[0.0]","[0.0]"
"0.3486438224236615","0.29249921336241314","[0.0]","[0.0]"
"0.32872366443019907","0.2461915948720052","[0.0]","[0.0]"
"0.3463726449062923","0.3222239011584054","[0.0]","[0.0]"
"0.2523861670258466","0.41978100655977313","[0.0]","[0.0]"
"0.39882936280655834","0.42606408336990265","[0.0]","[0.0]"
"0.5571270511731807","0.861407772937968","[1.0]","[1.0]"
"0.7823206429978858","0.6487184568858757","[1.0]","[1.0]"
"0.7516183742146135","0.8165553850669302","[1.0]","[1.0]"
"0.3044667908576669","0.07706766029708702","[0.0]","[0.0]"
"0.6245831299263234","0.676604224199144","[0.0]","[1.0]"
"0.6545306726384088","0.6719074980618411","[0.0]","[1.0]"
"0.3525374388456302","0.2722473525035864","[0.0]","[0.0]"
"0.7742953852940061","0.7911176983883242","[1.0]","[1.0]"
"0.36149363023641007","0.402430858229033","[0.0]","[0.0]"
"0.6807731469181275","0.6827473149404916","[0.0]","[1.0]"
"0.8611797904978943","0.7702147218509583","[1.0]","[1.0]"
"0.7817121850590277","0.7381795043962918","[1.0]","[1.0]"
"0.7391836132306551","0.8735843350055559","[1.0]","[1.0]"
"0.7851464209589246","0.6313267072172087","[1.0]","[1.0]"
"0.33620541168186674","0.27424948161175905","[0.0]","[0.0]"
"0.0980165548881608","0.18801701851286173","[0.0]","[0.0]"
"0.29929252211368634","0.2932692034152723","[0.0]","[0.0]"
"0.09651097484632876","0.2343843290824546","[0.0]","[0.0]"
"0.7621045747178081","0.7510634573706396","[1.0]","[1.0]"
"0.7861890488548771","0.826703533334074","[1.0]","[1.0]"
"0.7495673208919721","0.7578308176021077","[1.0]","[1.0]"
"0.6711895947482839","0.7775112316050797","[1.0]","[1.0]"
"0.07464557585204755","0.21706611910059717","[0.0]","[0.0]"
"0.28000109956836866","0.18229302193950137","[0.0]","[0.0]"
"1.0","0.8697328722921674","[1.0]","[1.0]"
"0.35832680341262724","0.27468385542987195","[0.0]","[0.0]"
"0.44112363141250566","0.2672994803464447","[0.0]","[0.0]"
"0.6924941756688963","0.6395376903518909","[0.0]","[1.0]"
"0.7546154621282705","0.7231085628288393","[1.0]","[1.0]"
"0.2291668080041066","0.26628373482236817","[0.0]","[0.0]"
"0.221366130529274","0.20243435337522817","[0.0]","[0.0]"
"0.7590020616221959","0.7935617743540647","[1.0]","[1.0]"
"0.7701102769976712","0.7462041578164126","[1.0]","[1.0]"
"0.7160546740892041","0.6407242404445196","[0.0]","[1.0]"
"0.7747405417490308","0.7492292142178979","[1.0]","[1.0]"
"0.6845888297918633","0.8832866559020163","[1.0]","[1.0]"
"0.6830289792570963","0.7044530023620202","[1.0]","[1.0]"
"0.8128324228147371","0.8049870032627212","[1.0]","[1.0]"
"0.7125297466090924","0.7874830556621946","[1.0]","[1.0]"
"0.4248791971530058","0.13033908439084382","[0.0]","[0.0]"
"0.3100119372156968","0.19168767516408047","[0.0]","[0.0]"
"0.37504958802230787","0.38830539122748803","[0.0]","[0.0]"
"0.3049855704384208","0.31532881454696915","[0.0]","[0.0]"
"0.09237848063369718","0.395050705855175","[0.0]","[0.0]"
"0.31481820691183426","0.27663096503742907","[0.0]","[0.0]"
"0.5857687568970144","0.5704003862758652","[0.0]","[1.0]"
"0.43846894304251666","0.3677952031238677","[0.0]","[0.0]"
"0.2941168114809346","0.21369552987039994","[0.0]","[0.0]"
"0.7076054577460046","0.796120253777822","[1.0]","[1.0]"
"0.239031067139936","0.291521757889341","[0.0]","[0.0]"
"0.5531803255994059","0.5635528429563441","[0.0]","[1.0]"
"0.2756700629663346","0.2544342687384929","[0.0]","[0.0]"
"0.7789430399160768","0.7429918367271705","[1.0]","[1.0]"
"0.3739503822766104","0.31036829062898824","[0.0]","[0.0]"
"0.30697270923843456","0.30198253661697905","[0.0]","[0.0]"
"0.6762863426294258","0.5896654775698613","[0.0]","[1.0]"
"0.5586645632067213","0.6466850983403265","[0.0]","[1.0]"
