"X","Y","color"
"0.2383553155761601","0.20254312902547794","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.2167204824048133","0.32605676405993345","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.2364849423994302","0.2662274960042229","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.8535629057760593","0.8250030829783829","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.56005521883849","0.36365877801549373","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.4299442169427902","0.22873267745748724","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.2994657440092425","0.21734430867599086","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.732416589140609","0.12459581388958205","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.44763026424776786","0.3404717600098559","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7558824244977369","0.32285733620568086","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.7263473121992793","0.18982921016011428","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.2457949547455907","0.19103729380574722","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.6499106849585395","0.8381843510958579","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.7459279473897609","0.3376604772286644","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.3267476369241617","0.21048888800164964","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.8352926729805175","0.48915475274120274","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.46650920367356863","0.5237007369928599","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.9214083820547718","0.19960058364526465","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.4195588143607928","0.1233476918794545","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.8384320585985056","0.5041116237167691","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3507728385057184","0.2956793831710232","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6032970886448865","0.4325649091335143","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6136938241396462","0.2539558071207139","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.8156879643920579","0.346900067468449","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.7010284280795591","0.5290828177739311","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7224941646013437","0.2670025606191265","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.33910680057284887","0.3100392560317043","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.23283922037177568","0.35625959665170415","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6889711452837297","0.2657854709466175","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.6173987117757871","0.30683764575413863","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.8055971407679663","0.7024837456361456","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.5465232394228676","0.547758697761876","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.3746494214973057","0.23702537934537724","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.36632869162497866","0.29907445779044056","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.8120012627818674","0.23555016242033544","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.05227907537599472","0.2445468652706926","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.5423682394951316","0.3423017507776145","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.43663469039195896","0.5763503467561398","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.8297552834859161","0.2716897941994043","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.5535699690128276","0.44672625429254514","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.6150193405067187","0.14067652226149613","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.617192388444904","0.3967590777540161","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6428774345682446","0.7068978132411655","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.6653140237459639","0.3360805449644","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.19300409596557308","0.38435647556273217","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6871007537745146","0.4132546691714278","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.17464508025284753","0.1786234764704821","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.9284138042012807","0.361491345085521","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.578334589014592","0.26172969746858415","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.7668003885250375","0.535175305026566","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.818878723422603","0.2892779975346173","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.5646677201085808","0.7548591508720612","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.2780018940267404","0.19246108856069782","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.5713011104730598","0.2090005760826392","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.5123909990448461","0.3656243290572769","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6659291289695831","0.47095010440565316","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5205954824828458","0.32011750358740415","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.5963393829713485","0.4353212159587641","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6842230708991309","0.4046707144885712","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.4343449124383891","0.22187633598379836","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
"0.5863912334339676","0.3576814103561038","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
