"X","Y","color"
"0.7083887283197892","0.6307203469357293","[1.0]","[1.0]"
"0.11477068434276232","0.31597015132273576","[0.0]","[0.0]"
"0.7603129330965817","0.8926523055401347","[1.0]","[1.0]"
"0.3069413650414721","0.24302384428792276","[0.0]","[0.0]"
"0.714209568598039","0.8382133322243474","[1.0]","[1.0]"
"0.16980966754674925","0.3061453171519231","[0.0]","[0.0]"
"0.8389434642664213","0.6671746628633908","[1.0]","[1.0]"
"0.32610167922806643","0.1524492198584624","[0.0]","[0.0]"
"0.632044891022831","0.7401039231875942","[1.0]","[1.0]"
"0.7559146937712562","0.6483625785737432","[1.0]","[1.0]"
"0.3089562201028786","0.312161967617412","[0.0]","[0.0]"
"0.22561316892854802","0.25715744985698286","[0.0]","[0.0]"
"0.3305688729062062","0.23820297785077954","[0.0]","[0.0]"
"0.24859326201350634","0.26211710467292926","[0.0]","[0.0]"
"0.699830955871868","0.7592732195875515","[1.0]","[1.0]"
"0.741625748043347","0.8519178131536009","[1.0]","[1.0]"
"0.15893129743105164","0.3256056196558239","[0.0]","[0.0]"
"0.6932613560174025","0.7718734290663529","[1.0]","[1.0]"
"0.15894141208235454","0.24033748610192163","[0.0]","[0.0]"
"0.7247904479097936","0.783731260166538","[1.0]","[1.0]"
"0.2368221023400444","0.18701896135596469","[0.0]","[0.0]"
"0.2244101208600268","0.31682760828610357","[0.0]","[0.0]"
"0.6888965789470136","0.7208109808227753","[1.0]","[1.0]"
"0.6307286563540527","0.8063901369698689","[1.0]","[1.0]"
"0.6581762266120944","0.7455537950442456","[1.0]","[1.0]"
"0.739916990743725","0.776133853866135","[1.0]","[1.0]"
"0.17189437135935948","0.3279394808651761","[0.0]","[0.0]"
"0.2259893490143395","0.19887683879736062","[0.0]","[0.0]"
"0.3230800658987246","0.16828463247169498","[0.0]","[0.0]"
"0.6866434062691811","0.7845720265338968","[1.0]","[1.0]"
"0.8077402082760686","0.8070139882614963","[1.0]","[1.0]"
"0.5917032593394043","0.7353212393534709","[1.0]","[1.0]"
"0.3555903115479031","0.21934015455131242","[0.0]","[0.0]"
"0.2198384613255664","0.3774406099715569","[0.0]","[0.0]"
"0.22022964296393374","0.42112258214846265","[0.0]","[0.0]"
"0.38588691695006694","0.18757069008049215","[0.0]","[0.0]"
"0.6422562583319809","0.773243761210158","[1.0]","[1.0]"
"0.4085222459739648","0.24353547458400476","[0.0]","[0.0]"
"0.7665303402713615","0.8106955731953089","[1.0]","[1.0]"
"0.2837367722944338","0.03262930654293994","[0.0]","[0.0]"
"0.31979590397074836","0.398776421210639","[0.0]","[0.0]"
"0.26532883715109296","0.19029034123370805","[0.0]","[0.0]"
"0.8217811145982253","0.7908685924470953","[1.0]","[1.0]"
"0.3567344494873686","0.11141148146870965","[0.0]","[0.0]"
"0.19180309480232527","0.30700280970020377","[0.0]","[0.0]"
"0.631734817740347","0.7999932423382187","[1.0]","[1.0]"
"0.22620177466713873","0.2662846307720938","[0.0]","[0.0]"
"0.2855641456936221","0.2922704963234201","[0.0]","[0.0]"
"0.3049751813928209","0.23598810594596933","[0.0]","[0.0]"
"0.3018148705238913","0.4134181222479717","[0.0]","[0.0]"
"0.7076345842360698","0.6362220238787092","[1.0]","[1.0]"
"0.28471866357705067","0.22856645974126402","[0.0]","[0.0]"
"0.30112138446097786","0.20530348775105225","[0.0]","[0.0]"
"0.7884116908898898","0.7479368762539681","[1.0]","[1.0]"
"0.8059966038752728","0.6523680835225635","[1.0]","[1.0]"
"0.8908327825648378","0.6607862999273868","[1.0]","[1.0]"
"0.6977927332833986","0.7063407261391661","[1.0]","[1.0]"
"0.3853912094132417","0.297079140857744","[0.0]","[0.0]"
"0.30543080685026835","0.21313737125484594","[0.0]","[0.0]"
"0.2700986699393704","0.20093511775897496","[0.0]","[0.0]"
"0.2700783855776918","0.16668136008512205","[0.0]","[0.0]"
"0.8196976716939112","0.791207132993998","[1.0]","[1.0]"
"0.8479448111415301","0.7557385175437396","[1.0]","[1.0]"
"0.7055521764135076","0.6375837570447569","[1.0]","[1.0]"
"0.35697693672945296","0.20111890344975522","[0.0]","[0.0]"
"0.7871145002801292","0.7559728036753779","[1.0]","[1.0]"
"0.18669928933451665","0.3209196433595911","[0.0]","[0.0]"
"0.6498968134677877","0.8757418712904045","[1.0]","[1.0]"
"0.7070588113687515","0.854641332354278","[1.0]","[1.0]"
"0.8289454963065784","0.9858735491029177","[1.0]","[1.0]"
"0.7267919415216869","0.9106668175939452","[1.0]","[1.0]"
"0.7029667458939504","0.7660523640117572","[1.0]","[1.0]"
"0.7099864478639978","0.7450175052045394","[1.0]","[1.0]"
"0.670901471834171","0.8296382966188859","[1.0]","[1.0]"
"0.15400264453769857","0.3209701472876116","[0.0]","[0.0]"
"0.38512660650512537","0.212629329952614","[0.0]","[0.0]"
"0.767976340983208","0.9363210765766368","[1.0]","[1.0]"
"0.7492381461505337","0.7230110795101248","[1.0]","[1.0]"
"0.7758741151100285","0.8030787710111634","[1.0]","[1.0]"
"0.2630305770007767","0.19126866134184287","[0.0]","[0.0]"
"0.6260266588631357","0.7249489975361088","[1.0]","[1.0]"
"0.33628239441569546","0.18002600729396376","[0.0]","[0.0]"
"0.901965600565671","0.8524779963255074","[1.0]","[1.0]"
"0.6722000408521681","0.7535071134676644","[1.0]","[1.0]"
"0.5804940718973817","0.9262798826231133","[1.0]","[1.0]"
"0.6476110643012981","0.6924290772889217","[1.0]","[1.0]"
"0.07759478043211337","0.17056194281926934","[0.0]","[0.0]"
"0.6951401002439652","0.799499160187076","[1.0]","[1.0]"
"0.34499042732405255","0.31719996814658113","[0.0]","[0.0]"
"0.3089118710698564","0.3819076239473112","[0.0]","[0.0]"
"0.17384806515022028","0.09950033529881919","[0.0]","[0.0]"
"0.7788915717520037","0.8223797465788854","[1.0]","[1.0]"
"0.29915885468023434","0.16727470632982538","[0.0]","[0.0]"
"0.3927182355683003","0.23622912542360733","[0.0]","[0.0]"
"0.9040181995204184","0.48122963556306936","[1.0]","[1.0]"
"0.3131199704402904","0.29002973214861466","[0.0]","[0.0]"
"0.22311032327046215","0.3525153004147044","[0.0]","[0.0]"
"0.7100099362368684","0.7039047368897334","[1.0]","[1.0]"
