"X","Y","color"
"0.3050491945557339","0.16780257900962586","[0.0]","[0.0]"
"0.16778007220124008","0.33504147838603976","[0.0]","[0.0]"
"0.13462420531961522","0.2597555237296996","[0.0]","[0.0]"
"0.24433338946154623","0.18237064027964464","[0.0]","[0.0]"
"0.2636981862195121","0.335437735955849","[0.0]","[0.0]"
"0.356910726909873","0.2038874674742294","[0.0]","[0.0]"
"0.7439489459972681","0.9683139499108062","[1.0]","[1.0]"
"0.7774939748766386","0.766841764589007","[1.0]","[1.0]"
"0.1519682927542766","0.30057771895724017","[0.0]","[0.0]"
"0.11497913136401167","0.25269377702224216","[0.0]","[0.0]"
"0.3335742000407522","0.18229796873864068","[0.0]","[0.0]"
"0.7466314757642458","0.6825578090485794","[1.0]","[1.0]"
"0.8167385750222037","0.8035884400765086","[1.0]","[1.0]"
"0.683516048390431","0.687284470318641","[1.0]","[1.0]"
"0.2970592429038722","0.3385840369213396","[0.0]","[0.0]"
"0.9466966600328695","0.8770633923931813","[1.0]","[1.0]"
"0.5614568338996775","0.7696488229146674","[0.0]","[1.0]"
"0.2934200728805123","0.33685170837726297","[0.0]","[0.0]"
"0.7392087789270282","0.6973340548617114","[1.0]","[1.0]"
"0.7788811440325332","0.8154102957935704","[1.0]","[1.0]"
"0.3098244254875774","0.307395986514269","[0.0]","[0.0]"
"0.6872480652895502","0.9098880150767253","[1.0]","[1.0]"
"0.8048470836105984","0.7779109572006736","[1.0]","[1.0]"
"0.2569282417129232","0.24385081940742967","[0.0]","[0.0]"
"0.24831619096578117","0.29029166809288665","[0.0]","[0.0]"
"0.29335937435009934","0.2013555206420826","[0.0]","[0.0]"
"0.2700843959859093","0.3233665156525712","[0.0]","[0.0]"
"0.695401510387122","0.7227215856973398","[1.0]","[1.0]"
"0.2658913443278696","0.352028272087365","[0.0]","[0.0]"
"0.6700833365832479","0.7286439661987171","[1.0]","[1.0]"
"0.22808532446729438","0.30769678180204435","[0.0]","[0.0]"
"0.6250991348804986","0.7931214470104788","[1.0]","[1.0]"
"0.31399296836197577","0.2876534198973531","[0.0]","[0.0]"
"0.35093181749064056","0.3049325217443551","[0.0]","[0.0]"
"0.6943117301050677","0.8367531146989876","[1.0]","[1.0]"
"0.22314186260035074","0.30356828975883265","[0.0]","[0.0]"
"0.19134369712944807","0.3045499810449029","[0.0]","[0.0]"
"0.7829308413347754","0.6155012685868451","[1.0]","[1.0]"
"0.33812416499102577","0.2511902574807853","[0.0]","[0.0]"
"0.66040814714233","0.7840800300895715","[1.0]","[1.0]"
"0.8043393250416849","0.7517816098904184","[1.0]","[1.0]"
"0.7666447257922621","0.6595002449209328","[1.0]","[1.0]"
"0.3253737521730171","0.30988975101073835","[0.0]","[0.0]"
"0.6738278825400811","0.7404375160438974","[1.0]","[1.0]"
"0.2463921829545866","0.40503996650651275","[0.0]","[0.0]"
"0.1402306537872189","0.3556742106067917","[0.0]","[0.0]"
"0.6551579889213096","1.0","[1.0]","[1.0]"
"0.1071836615557943","0.17175273316756318","[0.0]","[0.0]"
"0.18946142321767537","0.09385553370979888","[0.0]","[0.0]"
"0.7414168075931166","0.7413245206826626","[1.0]","[1.0]"
