"X","Y","color"
"0.5563188392608331","0.7203708214449298","[1.0, 0.0]","[1.0, 0.0]"
"0.3731314370624144","0.17906788998779175","[1.0, 0.0]","[0.0, 1.0]"
"0.6979536926194311","0.7908457935889139","[1.0, 0.0]","[1.0, 0.0]"
"0.28026852561954113","0.1835207423791677","[1.0, 0.0]","[0.0, 1.0]"
"0.2575748482108104","0.37899524017474523","[1.0, 0.0]","[0.0, 1.0]"
"0.633928000491315","0.7760975104318901","[1.0, 0.0]","[1.0, 0.0]"
"0.37586268631234215","0.31642558103379903","[1.0, 0.0]","[0.0, 1.0]"
"0.31259904989800347","0.3377359873746004","[1.0, 0.0]","[0.0, 1.0]"
"0.7171606280847481","0.7288086126563746","[1.0, 0.0]","[1.0, 0.0]"
"0.1305037805768172","0.3317674197368387","[1.0, 0.0]","[0.0, 1.0]"
"0.12654869947635014","0.1363204734802456","[1.0, 0.0]","[0.0, 1.0]"
"0.6488310564986128","0.7950865516569243","[1.0, 0.0]","[1.0, 0.0]"
"0.6349333314308325","0.5891401411625663","[1.0, 0.0]","[1.0, 0.0]"
"0.6226817352178611","0.7813328687948483","[1.0, 0.0]","[1.0, 0.0]"
"0.7540542197102259","0.7589633983981198","[1.0, 0.0]","[1.0, 0.0]"
"0.7307319745949653","0.686608828676219","[1.0, 0.0]","[1.0, 0.0]"
"0.6721629860224186","0.8034622804081166","[1.0, 0.0]","[1.0, 0.0]"
"0.29627906221991585","0.47568303799244743","[1.0, 0.0]","[0.0, 1.0]"
"0.6885198228841727","0.8997052951153869","[1.0, 0.0]","[1.0, 0.0]"
"0.7354588468683879","0.7740306815379048","[1.0, 0.0]","[1.0, 0.0]"
"0.8063748727093478","0.6086475426027224","[1.0, 0.0]","[1.0, 0.0]"
"0.37526516884886024","0.2314562075402334","[1.0, 0.0]","[0.0, 1.0]"
"0.4761668038603077","0.23180418650009377","[1.0, 0.0]","[0.0, 1.0]"
"0.38879554910734226","0.4332431878284564","[1.0, 0.0]","[0.0, 1.0]"
"0.3692494203849051","0.3213365035628883","[1.0, 0.0]","[0.0, 1.0]"
"0.7222925284043378","0.7849067588630076","[1.0, 0.0]","[1.0, 0.0]"
"0.6624709461700616","0.7374135373845678","[1.0, 0.0]","[1.0, 0.0]"
"0.731445404250305","0.6395555972116116","[1.0, 0.0]","[1.0, 0.0]"
