"X","Y","color"
"0.7814685973429011","0.5877969758937213","[0.0, 1.0, 1.0]","[0.0, 0.0, 1.0]"
"0.863514772200341","0.482407472480904","[0.0, 1.0, 1.0]","[0.0, 0.0, 1.0]"
"0.12199577546644293","0.3070472807108693","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.23266985986928643","0.569309853864909","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.30094874547322237","0.2639688684857005","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.6280009323740987","0.3489330594974178","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.32547568790457265","0.1496743858665612","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.49357001910536885","0.4241826766376833","[0.0, 1.0, 1.0]","[0.0, 1.0, 0.0]"
"0.58254819322467","0.29112665189740455","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.6501624396968982","0.9401280970967414","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.5353333489739114","0.1998588055746446","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.7754775680424497","0.559697156230926","[0.0, 1.0, 1.0]","[0.0, 0.0, 1.0]"
"0.5799735538476481","0.30371512433374853","[0.0, 1.0, 1.0]","[0.0, 1.0, 0.0]"
"0.2851697031218509","0.3150199334417359","[0.0, 1.0, 1.0]","[1.0, 0.0, 0.0]"
"0.2583782661484722","0.7146701224473663","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.5635010625895269","0.31531552693546677","[0.0, 1.0, 1.0]","[0.0, 1.0, 0.0]"
"0.29565072688633326","0.7444559957461765","[0.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
"0.8959946931649879","0.6432190543555615","[0.0, 1.0, 1.0]","[0.0, 0.0, 1.0]"
"0.8873878931299957","0.5602776746188262","[0.0, 1.0, 1.0]","[0.0, 0.0, 1.0]"
