"X","Y","color"
"0.1287479441351113","0.07254637000058897","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.2028825160416922","0.6293450876530279","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.24258119840746173","0.7813634419147298","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2849588173897827","0.2261387208956447","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.23222075089706928","0.1684163842302479","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.8271910792600318","0.8216539051725424","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7775122599041727","0.6902870312379953","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.25847491829548247","0.16430171136892316","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.19563474861665536","0.8772566779015243","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.14245747828990418","0.16369341797986367","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.291917658411846","0.7381142606988211","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.1823339788275182","0.44588283597768646","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.7889179984754625","0.591148631774564","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.16386552629776185","0.5499807340403791","[0.19423431390388168, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.6787243261696919","0.6928836636139882","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7840060217284525","0.8128697104949111","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.19243313411691954","0.22960697644478348","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.8252516995578273","0.7513078347586465","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.3426381686803859","0.2729105706475204","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.8393554799962459","0.7930118584569962","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.15991122140134958","0.15076373976271484","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.09587069697939883","0.63523742240534","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.810234101092658","0.6505060723233317","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.18291376600271006","0.6620581483239102","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7110289103577415","0.8280837520759998","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.05489373435884961","0.8873514795927046","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3269007981615566","0.6088647360393383","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2641502096714113","0.08852937360843942","[0.19423431390388168, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.35928237948411595","0.6902036357004147","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.203151112230325","0.677982969567302","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
