0 0
1 1
2 3
2 3
2 3
2 4
5 6
1 1
6 6
2 3
6 6
6 6
2 4
2 3
2 3
5 6
1 1
2 4
2 3
0 0
2 3
7 8
8 8
9 9
2 4
9 9
7 0
8 8
8 8
8 8
1 1
2 4
9 9
8 8
2 4
1 1
7 8
9 9
8 8
9 9
9 9
10 11
10 11
10 1
0 0
8 8
5 6
2 0
8 8
2 3
2 3
2 4
10 11
9 9
0 0
9 9
10 11
1 1
7 8
2 3
0 0
5 6
0 0
1 1
2 8
8 8
2 4
5 6
2 3
2 3
2 3
1 1
9 9
5 6
8 8
0 0
8 8
10 11
8 8
7 0
10 11
5 6
7 0
10 11
9 9
8 8
5 6
7 8
1 1
7 0
10 11
2 3
12 11
2 4
2 3
2 4
5 6
10 11
5 6
9 9
6 6
2 0
2 3
2 4
2 4
8 8
10 1
9 9
0 0
9 9
2 3
10 11
2 0
9 9
2 3
1 1
0 0
1 1
1 1
2 4
2 4
9 9
8 8
2 4
7 8
1 1
1 1
1 1
9 9
8 8
0 0
9 9
6 6
2 4
9 9
2 3
0 0
2 3
2 4
0 4
0 0
2 3
1 1
5 6
10 11
10 11
12 11
0 0
6 6
2 4
9 9
5 6
1 1
1 1
2 4
2 4
7 8
5 6
9 9
2 4
0 0
1 11
2 4
10 11
10 11
0 0
10 11
6 6
6 6
2 4
6 6
9 9
10 1
12 11
0 0
8 8
1 1
5 6
0 0
2 3
1 1
2 3
2 3
8 8
2 3
9 9
10 11
0 0
8 8
2 3
10 11
5 6
2 4
2 4
2 8
2 4
5 6
1 1
9 9
2 4
