0 0
1 2
1 2
3 4
0 0
5 6
0 0
4 4
3 7
4 4
3 7
1 2
8 8
3 7
2 2
3 7
8 8
3 9
3 7
3 7
3 7
10 4
3 9
3 4
0 0
1 2
8 8
0 0
8 8
3 6
3 7
5 5
8 8
2 2
0 0
5 5
3 4
8 8
8 8
4 4
3 9
0 0
1 2
0 0
3 7
3 7
3 6
10 8
3 7
3 9
1 2
0 0
3 7
4 4
2 2
3 4
2 2
5 6
10 8
5 5
3 9
2 2
3 7
10 8
8 8
3 9
3 4
3 4
8 8
8 8
2 2
5 5
3 9
2 2
0 0
8 7
4 4
1 2
8 8
5 5
2 2
5 5
5 5
2 2
0 0
8 8
1 2
1 2
2 2
3 4
5 6
1 2
8 8
3 9
0 0
0 0
8 8
3 7
8 8
3 7
0 0
10 8
1 2
3 9
4 4
3 7
3 4
3 9
3 9
3 9
5 5
4 4
0 0
4 4
5 5
4 4
4 4
8 8
3 9
0 0
8 8
5 6
5 5
3 6
3 6
5 5
10 4
2 2
3 9
3 7
5 6
8 8
3 6
3 6
8 8
0 0
10 8
1 2
5 5
3 8
5 6
5 6
3 4
8 8
8 8
0 0
3 7
1 2
3 7
3 9
3 9
3 7
8 7
5 6
0 0
5 5
4 4
5 5
3 8
5 6
3 6
3 5
2 2
10 8
3 9
3 6
3 6
4 4
4 4
2 2
3 6
3 6
3 9
3 5
5 6
5 6
8 8
0 0
8 8
3 6
1 2
0 0
3 6
3 9
8 8
3 7
1 2
3 7
3 9
3 6
3 4
3 9
0 0
4 4
3 9
3 9
8 8
3 7
3 9
3 9
