0 1
2 2
0 1
3 4
0 1
5 6
5 6
5 6
2 2
5 6
2 2
7 8
3 9
0 1
5 6
0 1
3 9
3 9
3 9
2 2
5 6
0 1
0 0
7 8
7 8
3 10
0 0
0 1
3 9
0 1
0 1
4 4
7 8
0 0
0 0
3 9
3 9
3 9
3 4
0 1
3 9
0 1
3 4
2 2
5 6
3 10
10 4
0 0
0 1
7 8
5 6
3 4
3 10
3 4
3 10
3 4
0 0
7 8
5 6
7 8
2 2
7 8
3 10
0 1
3 9
3 10
3 4
0 0
2 2
0 0
0 0
3 9
3 9
3 4
7 8
5 6
3 9
2 2
7 8
0 0
5 6
3 4
3 9
3 9
10 10
3 10
2 2
0 0
0 0
0 0
2 2
2 2
3 10
0 1
0 1
3 9
3 9
7 8
11 6
3 9
3 4
0 1
0 0
3 10
3 4
5 6
5 6
3 9
3 9
3 10
0 1
7 8
5 6
5 6
0 1
3 10
10 10
3 9
2 2
3 10
7 8
3 9
5 6
5 6
7 8
10 10
0 8
7 8
10 10
7 8
10 10
3 9
2 2
3 9
0 1
2 2
3 10
0 0
7 8
3 4
10 10
5 6
2 2
3 4
3 10
10 10
0 1
0 1
10 10
0 0
2 2
3 9
2 2
0 0
7 8
7 8
10 4
0 1
3 4
0 1
2 2
3 9
2 2
0 0
3 9
0 1
7 8
0 1
3 9
7 8
0 1
0 0
3 10
3 9
3 4
5 6
7 8
0 0
0 0
7 8
3 4
0 0
0 0
7 8
5 6
2 2
0 0
3 4
7 8
5 6
2 2
0 1
3 10
3 9
0 1
3 4
0 0
3 4
3 9
2 2
