0 1
2 2
3 4
3 4
5 5
5 5
0 6
0 1
5 5
0 6
7 1
0 1
7 8
7 7
7 9
7 7
0 6
10 1
5 5
7 8
10 5
3 4
0 6
7 7
7 2
5 5
7 7
0 6
11 4
5 5
0 6
0 6
0 6
7 2
0 7
3 4
0 9
10 5
10 8
0 6
12 2
7 1
3 4
0 7
5 8
7 1
7 8
7 2
7 2
0 6
10 1
12 2
7 7
5 8
12 2
3 4
7 7
7 7
5 8
0 6
7 2
0 6
2 2
7 8
7 9
2 2
7 2
7 8
7 2
7 7
7 9
7 1
12 2
5 5
7 8
10 8
7 8
7 7
5 1
7 6
5 5
3 4
7 1
0 6
3 4
10 5
12 2
7 8
10 8
5 5
7 6
10 8
7 7
7 2
7 7
7 1
0 9
10 5
7 7
5 5
0 9
0 6
0 1
3 4
3 4
7 8
7 7
0 6
0 6
7 6
7 7
10 5
3 4
7 2
7 9
7 9
7 1
7 7
3 4
0 6
11 2
7 9
2 2
13 5
7 8
0 6
7 7
10 1
5 5
10 1
0 6
10 8
7 8
3 4
3 4
7 7
7 9
3 4
0 6
3 4
7 7
7 6
10 5
5 5
7 7
7 2
7 2
7 2
7 9
7 9
7 7
7 7
5 5
7 9
7 7
10 1
7 2
3 4
0 1
0 6
5 5
3 4
0 6
7 1
11 4
5 5
0 1
2 2
7 8
5 5
10 5
7 9
7 1
0 6
0 6
5 8
7 9
7 7
5 5
7 9
5 8
7 7
7 2
7 1
3 4
7 1
3 4
7 1
0 6
3 4
7 7
7 8
10 1
3 4
0 6
10 5
7 9
7 7
10 1
0 7
