0 0
1 2
3 4
3 4
1 5
3 4
1 2
3 3
5 6
1 4
7 3
0 0
5 5
5 6
1 8
1 2
1 2
5 5
1 6
5 6
7 3
1 2
1 8
7 9
7 9
7 9
3 4
5 5
5 6
1 8
1 3
1 2
7 9
1 2
0 0
5 5
1 3
1 8
0 0
1 3
5 5
5 5
5 5
3 9
7 3
1 8
5 5
7 4
3 4
10 6
1 3
3 4
1 9
1 9
10 6
0 0
5 5
1 4
1 2
1 9
10 6
7 3
3 3
5 5
1 2
0 0
5 5
0 0
1 3
3 3
3 9
1 2
3 9
1 8
0 0
0 0
1 9
5 6
0 0
1 9
3 3
1 4
5 5
1 3
3 9
3 4
0 0
3 3
5 6
1 9
1 6
1 9
0 0
1 2
1 3
5 5
1 4
7 3
1 8
1 8
1 2
5 8
5 6
1 9
5 5
1 3
1 9
5 6
1 6
3 4
1 2
1 3
5 5
1 8
5 6
5 5
1 2
7 3
1 8
5 5
1 3
5 5
1 2
5 5
1 2
3 9
1 9
5 6
5 5
3 4
5 6
1 4
0 0
1 2
1 8
3 3
1 4
3 9
3 4
7 3
1 8
1 8
1 2
1 2
1 3
7 9
1 4
1 4
0 0
7 9
5 5
3 3
10 6
7 3
1 2
5 5
0 0
1 5
5 6
0 0
0 0
1 8
1 8
1 9
1 8
3 9
0 0
1 2
10 6
5 8
0 0
1 9
5 5
5 5
0 0
7 9
3 4
1 2
3 4
3 4
1 2
3 9
1 8
7 4
3 3
1 9
1 2
1 9
5 6
0 0
1 2
7 4
1 9
1 2
1 2
10 5
1 4
5 6
7 9
3 3
