0 1
2 3
4 5
6 5
7 8
2 3
9 10
11 1
12 13
0 1
2 10
6 5
2 3
6 5
12 13
6 5
2 3
12 13
2 10
6 5
2 1
13 13
4 4
11 1
2 10
4 4
0 4
7 13
2 10
2 3
12 13
2 10
0 4
2 3
8 8
12 13
0 1
14 1
6 5
2 3
2 15
12 13
2 1
0 4
2 10
0 1
8 8
7 8
2 15
6 5
2 3
12 13
12 10
12 13
12 13
12 13
13 13
11 1
14 5
0 4
2 3
7 8
0 1
0 1
6 5
2 10
0 1
12 10
2 15
7 8
6 5
7 8
11 1
0 1
0 4
0 4
6 5
2 15
7 8
2 15
4 4
2 10
2 4
0 1
6 5
2 15
11 1
7 8
0 4
2 3
4 4
4 10
2 10
7 8
2 3
6 5
12 13
2 3
2 10
7 8
4 4
7 8
13 13
2 15
0 1
2 3
7 8
2 4
4 4
7 8
0 1
0 1
7 8
2 3
14 1
7 8
2 4
11 1
7 8
12 13
0 1
2 3
2 10
13 13
2 10
2 10
12 13
2 15
2 10
14 5
4 4
2 15
13 13
2 3
11 4
7 8
11 1
0 1
11 5
7 8
12 13
13 13
4 4
4 10
2 10
7 13
7 8
12 13
2 10
2 10
6 5
7 8
2 15
2 10
4 15
2 3
11 1
2 10
2 15
11 1
6 5
2 10
6 5
4 4
2 4
7 8
2 3
6 5
4 10
2 3
2 4
12 13
2 3
13 13
9 10
2 3
11 1
4 4
7 8
4 4
9 10
7 8
0 3
8 8
0 4
2 4
13 13
6 5
14 1
0 1
2 3
7 8
0 3
0 4
2 10
7 8
12 13
2 15
2 10
11 1
