"X","Y","color"
"0.29936372603167877","0.32640669962288354","3","[0.0, 1.0]","[0.0, 1.0]"
"0.3866223587511522","0.5788272662014512","3","[0.26510040042415994, 0.36253583260374356]","[0.0, 1.0]"
"0.6714789986545601","0.740619089581373","3","[1.0, 0.0]","[1.0, 0.0]"
"0.6288647602969042","0.6027834005169035","3","[1.0, 0.0]","[1.0, 0.0]"
"0.14250016184308895","0.303017123060641","3","[0.0, 1.0]","[0.0, 1.0]"
"0.18034563430057868","0.4185947703103572","3","[0.0, 1.0]","[0.0, 1.0]"
"0.5773873032808761","0.7555945151650303","3","[1.0, 0.0]","[1.0, 0.0]"
"0.7007684040835556","0.8909215395491622","3","[1.0, 0.0]","[1.0, 0.0]"
"0.7563057905880296","0.7319178296255413","3","[1.0, 0.0]","[1.0, 0.0]"
"0.8447601977052094","0.6671766704514215","3","[1.0, 0.0]","[1.0, 0.0]"
"0.39970972836220425","0.17107779077917162","3","[0.0, 1.0]","[0.0, 1.0]"
"0.1322592307844987","0.08970480963636657","3","[0.0, 1.0]","[0.0, 1.0]"
"0.18799402718833738","0.37306813527413163","3","[0.0, 1.0]","[0.0, 1.0]"
"0.6332071950825511","0.9111505867293421","3","[1.0, 0.0]","[1.0, 0.0]"
"0.6286590778455812","0.915844658439242","3","[1.0, 0.0]","[1.0, 0.0]"
"0.5254064368577205","0.7918147787683473","3","[1.0, 0.0]","[1.0, 0.0]"
"0.4800046764316061","0.2677034051293843","3","[0.0, 1.0]","[0.0, 1.0]"
"0.280274379479912","0.3028035727639235","3","[0.0, 1.0]","[0.0, 1.0]"
"0.19155320593058095","0.056468587414182515","3","[0.0, 1.0]","[0.0, 1.0]"
"0.5351084266875882","0.8395723107488708","3","[1.0, 0.0]","[1.0, 0.0]"
"1.0","0.8068894278686536","3","[1.0, 0.0]","[1.0, 0.0]"
"0.6066395823381103","0.6969206742913697","3","[1.0, 0.0]","[1.0, 0.0]"
"0.5209643235460929","0.7478494532309972","3","[1.0, 0.0]","[1.0, 0.0]"
"0.8180247556576039","0.8353443211913906","3","[1.0, 0.0]","[1.0, 0.0]"
"0.4277123692515298","0.366933380742794","3","[0.0, 1.0]","[0.0, 1.0]"
"0.2824831920840203","0.2972047919290854","3","[0.0, 1.0]","[0.0, 1.0]"
"0.33879112392047","0.06773617188315983","3","[0.0, 1.0]","[0.0, 1.0]"
"0.5000251198660048","0.8061121335137057","3","[1.0, 0.0]","[1.0, 0.0]"
"0.3838782633609483","0.27943512175860313","3","[0.0, 1.0]","[0.0, 1.0]"
"0.045397926983464794","0.2994280564427384","3","[0.0, 1.0]","[0.0, 1.0]"
"0.25245934542231735","0.3012505925711815","3","[0.0, 1.0]","[0.0, 1.0]"
"0.5766259254129413","0.44207487197248435","3","[1.0, 0.22216444925075463]","[1.0, 0.0]"
"0.8552620076946005","0.7426118325773872","3","[1.0, 0.0]","[1.0, 0.0]"
"0.2704905664416619","0.3698360432365521","3","[0.0, 1.0]","[0.0, 1.0]"
"0.6749814943556537","0.5890792233663238","3","[1.0, 0.0]","[1.0, 0.0]"
"0.34550620281825883","0.37370137349330934","3","[0.0, 1.0]","[0.0, 1.0]"
"0.7783945853357768","0.8539925842301523","3","[1.0, 0.0]","[1.0, 0.0]"
"0.2631906320881645","0.096516754206107","3","[0.0, 1.0]","[0.0, 1.0]"
"0.7035676929692183","0.6698245793597581","3","[1.0, 0.0]","[1.0, 0.0]"
"0.2060665840614757","0.28295729925608226","3","[0.0, 1.0]","[0.0, 1.0]"
"0.7682620304126826","0.8081132793661782","3","[1.0, 0.0]","[1.0, 0.0]"
"0.29804715705709106","0.518814641633098","3","[0.0, 1.0]","[0.0, 1.0]"
"0.2701910375065769","0.2715423321480552","3","[0.0, 1.0]","[0.0, 1.0]"
"0.4589934802010839","0.5897693121775188","3","[1.0, 0.0]","[0.0, 1.0]"
"0.5199884576633208","0.5592195400623216","3","[1.0, 0.0]","[1.0, 0.0]"
"0.7322191018115922","0.6330502219173315","3","[1.0, 0.0]","[1.0, 0.0]"
"0.3271475887241953","0.0996170159197725","3","[0.0, 1.0]","[0.0, 1.0]"
"0.12751350832411532","0.22877218993148773","3","[0.0, 1.0]","[0.0, 1.0]"
"0.13708977784865364","0.2212947683830374","3","[0.0, 1.0]","[0.0, 1.0]"
"0.4024193235283831","0.1832742237962332","3","[0.0, 1.0]","[0.0, 1.0]"
