"X","Y","color"
"0.7832679056699623","0.7320998403346689","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.18877742070700454","0.28209548285454333","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.33343241504116844","0.605323868027615","[0.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2620960156357141","0.0","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.42945740488143447","0.8115612247787073","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7498707222583599","0.6205349814999285","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.8599068404339275","0.5698386787693875","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.33066437908580104","0.733302102572133","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.31927368958904","0.3689154715145177","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.19996956964029516","0.30269622785189954","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"1.0","0.5817425188056853","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7819241257109846","0.8275776260115981","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.22529278865747865","0.4783250674755974","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3852690660901161","0.24578178560028427","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.26386717736112547","0.2543658323963099","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.34157131277850167","0.5550238846971828","[0.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2516456689219264","0.16231428704135892","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.2480307575823746","0.274020115442182","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.8205404905393319","0.7206221072558285","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.36733420058865546","0.12011325959786745","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.36820203391599576","0.5567817031582657","[0.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.17824772060789074","0.9249942901251035","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4044087517696028","0.30857826331259935","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.23336999590303836","0.30327802177325036","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.4718901575040928","0.8594651132862517","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4017718313604917","0.7955275241891172","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5501348029504343","0.42325459258505344","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.5589248817216128","0.7033570397444042","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.3616264025008659","0.30562071440429445","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.36308503231071876","0.2753208705801233","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.9028546701013394","0.6703019113545482","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7513622677305599","0.6982042573480736","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.3832952459838052","0.6105984797793423","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4582303120656435","0.15184833160065","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.7364192170330507","0.8186138922421048","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.23529721448891092","0.8328201058471701","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2487309906102574","0.21361310372908843","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3373327559334826","0.35943203223362713","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.40145408903009494","0.8017204517359302","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3293157199590716","0.20863132961112543","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3646684019269062","0.38735400468757114","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3362041194904376","0.6685518613884466","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.8486101481261411","0.6801286465203751","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.32375605107503824","0.3784298573268649","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3218868609908168","0.34738857509261634","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.5814183119836692","0.7476399342142177","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.3210198388605312","0.7849654990375691","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3673476015209569","0.5729778484563401","[0.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.38901830284602745","0.3547527180913622","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.37910740214584515","0.2924594642350297","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.6558229626029998","0.6677545754622644","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.9170941557644839","0.8626111788686387","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.41899940077945014","0.5343634189844548","[0.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7798518008076935","0.6447807593081257","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7016761468043737","0.5697330621246824","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.4454216384855595","0.19654280528374396","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.21872718772536642","0.426333540690816","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.9189942242635697","0.636098917696152","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.8035368004619452","0.7203508334609923","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.42225276060007044","0.8917479634999121","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4051236883866721","0.33173248520341453","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.2313809636585119","0.5044368460909722","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.5833133219412661","0.7208752137991399","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.40734659306735976","0.7948241401344694","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7520501310568425","0.6283093857083472","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.11370234522222868","0.21583743150240417","[0.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.4446169039820178","0.7111936302827948","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
