"X","Y","color"
"0.659118755696965","0.4738056322356579","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.3536431664850547","0.5879489871340341","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4301562056983352","0.4530534969157685","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.42412371377276675","0.5638113904423707","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.45907551984593736","0.7723364760921907","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6258106962445593","0.5901580239452372","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3383566428318883","0.4959997073241306","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6079465731902871","1.0","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.8177857818741919","0.6578345284694868","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.523402957659289","0.6569862472757767","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.6236400008939601","0.7822789022612736","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.21280974140934697","0.5275953069686531","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5955083597198332","0.3909723170003245","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.42208325665545426","0.8776268964034649","[1.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.17586722603843363","0.7263254215107009","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.47920797859553055","0.800182523823288","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5087028515504727","0.8878874527969334","[1.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6572821196219873","0.46838942205349704","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6819350494402799","0.38489596335414983","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.36273420383729915","0.4979331750472798","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.4998630696215583","0.731268703714959","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4191889516843804","0.6889982342684464","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5816016283727746","0.8021756682512865","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6192470724434886","0.8715260829298442","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.32842008248903265","0.6227811958401149","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3996782008982799","0.39897910516489266","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7546439081741588","0.8657613384859751","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.539102457624608","0.4559373640221731","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.38031297205931186","0.5315330312174646","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5874925143779136","0.18800743711837398","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.43193608279588513","0.43934302579842077","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6500676534922467","0.6914782890232952","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.8789191481515892","0.3896780422395161","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.4266048120515165","0.2075754707514623","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.40104454685710655","0.8988458354829433","[1.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7448227132536348","0.8649134188303405","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.662289343149482","0.2004660710753965","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.4961596398242964","0.8210490113097458","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.43414583754825314","0.09301944909452642","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.8079445309824098","0.4957842227655614","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.49598488769241567","0.19972997101368364","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.5432401862114512","0.770296133195649","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.35597785924295966","0.6041572633864803","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3813793653390842","0.3386757607807012","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3575861144311286","0.18268921822978448","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.5220495825838742","0.7443694604863302","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.3636547328917699","0.8487116108763824","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6698275006078669","0.39959241333034423","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.7311541361101099","0.3909838603170296","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.368001130079364","0.32812037207588035","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.452804803515897","0.4010285430915935","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.3640736035199262","0.5417030647210214","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.2820736253284037","0.46303168491176566","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.4940721247944344","0.37477572835004125","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.2510787144540383","0.43879973319955545","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5770993723512353","0.26939418073597465","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]"
"0.2741338243164765","0.4134464763629337","[0.0, 1.0, 0.0]","[1.0, 0.0, 0.0]"
"0.8594192815881914","0.5005536060408258","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
