"X","Y","color"
"0.5319904144209029","0.6742074915860506","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.41889975897193343","0.6417527319651081","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.4588591578203429","0.6667606687077415","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.5864219751059871","0.43735384081578627","[0.0, 0.0, 1.0]","[0.0, 1.0, 0.0]"
"0.24898347050602537","0.7009692075531044","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.436784585853863","0.6133388651044415","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.7686703180349858","0.6978596178051786","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.21874766589979797","0.9302178359869671","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6773845851029161","0.5707344362290034","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.4299946744167191","0.0","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.17116695455371478","0.5960168539572189","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2905513475050653","0.3903444941958429","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.38936305348585093","0.4799759796137054","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.523051280006571","0.3896746943922654","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.3143383886953057","0.05346597598311197","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.23598695334458997","0.24556264490488489","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.49253394492710395","0.8116931994253819","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.36943559597742015","0.6157222658136521","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6188242689396476","0.41288981261474167","[0.0, 0.0, 1.0]","[0.0, 1.0, 0.0]"
"0.2535895440994432","0.43727010804991584","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.427896625699524","0.32766107424622","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.3519535612462332","0.7692298683138766","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3129797117194025","0.2636988452977175","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.2255355089615668","0.259393033272068","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.7845186344994669","0.5081350049160978","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.18842137506710413","0.7502161514773824","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.32542558484752976","0.5838313996077087","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]"
"0.35259069652443853","0.7684310639976177","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3556408537926922","0.027550278049758282","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.05238438039302302","0.6389677963461503","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.35527162216768315","0.5232971400161998","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.24823614125540847","0.45422378550964376","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.46142326257952887","0.4697919952001977","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.3495406647132798","0.3319818315383649","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.3736371432144244","0.2621014894412181","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.24877844494297002","0.6244059820320319","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.3351606816526624","0.16703801097751786","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.6750782262394877","0.7357286616543098","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.9770067621419062","0.5956294260203575","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.4630126093948463","0.48603337736957386","[0.0, 0.0, 1.0]","[0.0, 1.0, 0.0]"
"0.5735789539953793","0.5970455755822998","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.47901943300855154","0.5636669838871721","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.20611564646061042","0.41191860713934114","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.3777670030042163","0.32388340817899014","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.301165594703525","0.8513139063688779","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.6616272724293621","0.38507006547146927","[0.0, 0.13606914820722782, 0.0]","[0.0, 1.0, 0.0]"
"0.22314561540190675","0.5317671085020992","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.2030391223199853","0.16455923076326803","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.4806634630388585","0.45934492207498273","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.4317520923967601","0.4894147470148357","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.30002654611289187","0.738911477956621","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5751559618039697","0.6143563088111245","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.499712949178194","0.45031785552365067","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.4655786708535053","0.6077886224928571","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5088906464973976","0.7758200886980438","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.274703387955273","0.05383132732727394","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.4155203219352158","0.5295414475492379","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.86264442719052","0.8461618646299456","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.46705945782390984","0.843600670873041","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6627349671783856","0.5922315064250587","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6554873495388511","0.7924973669165792","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.2189527670622639","0.2044476546334313","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.5178805612736862","0.5356742470200107","[0.0, 0.0, 1.0]","[0.0, 1.0, 0.0]"
"0.07204931866737256","0.8167368805042315","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.566430705317442","0.7138035597062644","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.24734054278888642","0.701951934928162","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.5882770632807022","0.8759104652935016","[1.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.5545486267576408","0.5692537031737832","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6857392485466898","0.6413850514117769","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.6822908610419085","0.7061166403916893","[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]"
"0.32737416590686186","0.20104374496727706","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.36246591412130114","0.45238256972123725","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
"0.3191031129399364","0.7192905159024132","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]"
"0.2687535752954615","0.5566763124579434","[0.0, 0.0, 1.0]","[1.0, 0.0, 0.0]"
"0.34306994806070173","0.38540648628644586","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]"
